mode,load,0_inception_v3-32,1_densenet161-2,2_mobilenet_v2-16
mps-uncap,1.0,18.885135650634766,17.713308334350586,4.174709320068359
mig,1.0,19.50836181640625,16.285181045532227,9.634971618652344
