mode,load,0_resnet152-32,1_resnet152-32,2_resnet152-32,3_resnet152-32
mig,0.1,96.94170951843262,96.77720069885254,96.76551818847656,189.5620822906494
mig,0.2,96.73833847045898,97.00369834899902,97.70941734313965,189.06824588775635
mig,0.3,96.7529296875,97.348952293396,96.79183959960938,189.63186740875244
mig,0.4,96.86312675476074,97.4276065826416,96.95215225219727,189.7563934326172
mig,0.5,96.73564434051514,96.95448875427246,96.89092636108398,190.00439643859863
mig,0.6,97.0698356628418,97.29785919189453,97.21908569335938,190.3543472290039
mig,0.7,97.50354290008545,98.05517196655273,97.79703617095947,190.96636772155762
mig,0.8,98.40819835662842,98.55566024780273,98.76751899719238,192.16017723083496
mig,0.9,98.47836494445801,99.16102886199951,99.01273250579834,192.78311729431152
mig,1.0,98.5743522644043,99.29089546203613,99.1466760635376,192.9448127746582
