mode,load,0_resnet152-32,1_resnet152-32,2_resnet152-32,3_resnet152-32
mig,0.1,60.65106391906738,18.116235733032227,66.26009941101074,240.19503593444824
mig,0.2,161.01360321044922,149.34587478637695,146.88515663146973,293.4556007385254
mig,0.3,161.82971000671387,186.02633476257324,276.65066719055176,181.09893798828125
mig,0.4,314.8066997528076,292.8042411804199,301.8946647644043,376.1575222015381
mig,0.5,323.61674308776855,487.1041774749756,479.4118404388428,558.7351322174072
mig,0.6,608.3247661590576,572.8416442871094,678.7106990814209,921.3404655456543
mig,0.7,932.8954219818115,643.7399387359619,1249.2091655731201,1094.9172973632812
mig,0.8,2225.341796875,1286.7226600646973,681.5531253814697,2262.6941204071045
mig,0.9,3156.2159061431885,4342.540264129639,3530.4319858551025,5215.5492305755615
mig,1.0,8055.79948425293,8264.473676681519,7109.459161758423,10741.249322891235
