mode,load,0_resnet152-32,1_resnet152-32,2_resnet152-32,3_resnet152-32
mig,0.1,28.27078297752584,35.95068829657563,36.05811008176006,21.838982205433265
mig,0.2,72.85221084243743,70.92715299120307,76.3631823070191,38.32128916633948
mig,0.3,113.36168020481537,120.98412944870796,127.93659143168756,50.8234778064869
mig,0.4,161.58596126929362,160.50411571864362,146.88648385085054,71.8806590841161
mig,0.5,175.8518497999904,195.58317682931187,180.20610248157658,87.065616614591
mig,0.6,231.35491150170873,213.58951079424108,233.41722444006777,104.485531786695
mig,0.7,270.2230079968753,250.0909737107045,279.3752559284208,140.84821083409898
mig,0.8,291.9191538662908,302.56753570387747,292.2639649273467,155.9689135283263
mig,0.9,325.7253022161493,326.9151661101735,325.68960079146325,163.91958614892968
mig,1.0,326.1868232155312,326.8426660231428,328.1813646043267,166.5861153326601
