mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-4,3_vgg11-32
mps-uncap,1.0,28.708553314208984,28.970766067504883,27.927017211914062,17.832279205322266
