mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-4,3_vgg11-32
mps-uncap,1.0,29.86656665802002,30.845193862915036,29.01874780654907,18.68035316467285
