mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-4,3_vgg11-32
mps-uncap,1.0,29.866437911987305,30.844998359680172,29.01864528656005,18.680219650268555
