mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-4,3_vgg11-32
mps-uncap,1.0,28.708457946777344,28.97052764892578,27.92685031890869,17.832088470458984
