mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-4,3_vgg11-32
mps-uncap,1.0,25.47001838684082,25.643348693847656,22.69148826599121,15.46335220336914
