mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-4,3_vgg11-32
mps-uncap,1.0,34.31224822998047,33.56647491455078,32.5016975402832,20.38884162902832
