mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_resnet50-32
mps-uncap,1.0,0.0007152557373046875,0.00286102294921875,0.01049041748046875,0.000476837158203125
