mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_small-32,2_vgg16-32
mps-uncap,0.8,124.12075996398923,105.8244943618775,270.90337276458746
mps-uncap,0.9,215.7942056655884,997.3633289337158,1629.8622131347656
mps-uncap,1.0,1572.2971200942995,6638.568878173828,7458.892011642456
mps-uncap,0.5,14.86063003540039,13.885259628295898,39.47854042053222
mps-uncap,0.6,15.882492065429688,17.87090301513672,46.23675346374512
mps-uncap,0.7,31.93671703338624,37.51111030578613,86.15775108337407
mps-uncap,0.1,0.04837512969970703,0.05011558532714845,0.06346702575683592
mps-uncap,0.2,3.543853759765627,0.04839897155761719,12.857913970947273
mps-uncap,0.3,3.1603336334228507,3.7906169891357466,19.37198638916015
mps-uncap,0.4,7.554006576538094,6.981372833251953,24.373531341552752
