mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_small-32,2_vgg16-32
mps-uncap,0.8,303.0683994293213,274.5976448059082,506.6812038421631
mps-uncap,0.9,419.7204113006592,1304.0366172790527,2050.292730331421
mps-uncap,1.0,2142.11368560791,7419.4066524505615,8569.429397583008
mps-uncap,0.5,79.7736644744873,83.5566520690918,228.88731956481934
mps-uncap,0.6,76.68876647949219,105.80921173095703,156.04901313781738
mps-uncap,0.7,147.82953262329102,171.86737060546875,286.68665885925293
mps-uncap,0.1,33.0052375793457,41.774749755859375,56.40125274658203
mps-uncap,0.2,35.78019142150879,28.125286102294922,56.00309371948242
mps-uncap,0.3,51.18680000305176,41.89014434814453,105.86810111999512
mps-uncap,0.4,49.23725128173828,59.5402717590332,112.88976669311523
