mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_small-32,2_vgg16-32
mps-uncap,0.8,22.661209106445312,22.65751361846924,23.41330051422119
mps-uncap,0.9,23.81002902984619,24.2154598236084,24.22356605529785
mps-uncap,1.0,24.004817008972168,24.417638778686523,24.44291114807129
mps-uncap,0.5,9.502887725830078,8.215904235839844,21.437883377075195
mps-uncap,0.6,10.164737701416016,10.773420333862305,21.573781967163086
mps-uncap,0.7,15.513062477111816,15.413522720336914,22.25041389465332
mps-uncap,0.1,11.14952564239502,9.403228759765625,21.78335189819336
mps-uncap,0.2,10.797977447509766,9.365320205688477,21.538496017456055
mps-uncap,0.3,9.979724884033203,9.043455123901367,21.442413330078125
mps-uncap,0.4,9.287357330322266,8.469939231872559,21.226882934570312
