mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_small-32,2_vgg16-32
mps-uncap,0.8,16.2813663482666,18.836617469787598,84.21111106872559
mps-uncap,0.9,49.74687099456787,362.3692989349365,429.59070205688477
mps-uncap,1.0,799.336314201355,2822.0012187957764,3417.307138442993
mps-uncap,0.5,0.0247955322265625,0.024318695068359375,3.3359527587890625
mps-uncap,0.6,0.024557113647460938,0.024557113647460938,8.439779281616211
mps-uncap,0.7,0.025033950805664062,0.028252601623535156,18.964529037475586
mps-uncap,0.1,0.04172325134277344,0.041484832763671875,0.04100799560546875
mps-uncap,0.2,0.0400543212890625,0.03218650817871094,0.030040740966796875
mps-uncap,0.3,0.02956390380859375,0.029087066650390625,0.0286102294921875
mps-uncap,0.4,0.02586841583251953,0.026464462280273438,0.028848648071289062
