mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_small-32,2_vgg16-32
mps-uncap,0.8,263.9557647705077,210.44763565063457,443.2708287239074
mps-uncap,0.9,348.0852627754212,1203.156018257141,1947.930564880369
mps-uncap,1.0,2098.7607860565186,7268.054180145264,8501.9180393219
mps-uncap,0.5,59.06844139099121,52.23393440246582,117.96392917633065
mps-uncap,0.6,56.64527893066405,70.45483589172363,125.49157142639159
mps-uncap,0.7,113.70172739028925,139.66365814208987,192.50780582427961
mps-uncap,0.1,28.804259300231934,25.275650024414087,51.13737106323243
mps-uncap,0.2,27.53319263458252,26.523458957672105,48.77711057662964
mps-uncap,0.3,32.43526458740234,29.831871986389146,62.73832798004143
mps-uncap,0.4,39.29379940032959,39.647161960601885,85.11334180831906
