mode,load,0_mobilenet_v3_large-8,1_resnet18-16,2_vgg19-32
mps-uncap,0.8,0.010967254638671875,0.010251998901367188,0.01239776611328125
mps-uncap,0.9,0.011205673217773438,0.01049041748046875,0.010728836059570312
mps-uncap,1.0,0.01049041748046875,0.011444091796875,0.013113021850585938
mps-uncap,0.5,0.011920928955078125,0.012636184692382812,0.010728836059570312
mps-uncap,0.6,0.011682510375976562,0.010251998901367188,0.011682510375976562
mps-uncap,0.7,0.011444091796875,0.010728836059570312,0.012874603271484375
mps-uncap,0.1,0.025987625122070312,0.02002716064453125,0.022649765014648438
mps-uncap,0.2,0.012159347534179688,0.010728836059570312,0.013589859008789062
mps-uncap,0.3,0.016689300537109375,0.011920928955078125,0.0133514404296875
mps-uncap,0.4,0.011682510375976562,0.011682510375976562,0.013113021850585938
