mode,load,0_mobilenet_v3_large-8,1_resnet18-16,2_vgg19-32
mps-uncap,0.8,31.270980834960938,23.17190170288086,25.859594345092773
mps-uncap,0.9,31.441211700439453,22.71747589111328,27.355670928955078
mps-uncap,1.0,32.93418884277344,22.901535034179688,27.28414535522461
mps-uncap,0.5,24.887561798095703,21.49486541748047,25.47454833984375
mps-uncap,0.6,30.052900314331055,22.248268127441406,25.37083625793457
mps-uncap,0.7,25.206804275512695,23.405790328979492,25.58612823486328
mps-uncap,0.1,22.356510162353516,20.847797393798828,22.227764129638672
mps-uncap,0.2,21.29840850830078,20.314455032348633,22.885799407958984
mps-uncap,0.3,23.150920867919922,21.486282348632812,23.268938064575195
mps-uncap,0.4,23.529767990112305,21.041154861450195,24.199724197387695
