mode,load,0_mobilenet_v3_large-8,1_resnet18-16,2_vgg19-32
mps-uncap,0.8,145.0812816619873,76.35328769683835,299.29224967956543
mps-uncap,0.9,132.38394498825073,122.14794397354122,273.4882950782773
mps-uncap,1.0,450.7955503463745,503.8011741638183,1413.8997554779053
mps-uncap,0.5,29.284911155700627,21.684710979461627,67.43234634399413
mps-uncap,0.6,35.261337757110596,32.94084548950192,75.22521018981922
mps-uncap,0.7,47.88470268249515,48.000078201293846,154.9330830574036
mps-uncap,0.1,5.891866683959961,2.0527791976928706,16.752796173095653
mps-uncap,0.2,8.218061923980706,6.555938720703206,22.463588714599595
mps-uncap,0.3,13.57867240905758,10.914251804351803,34.0370178222656
mps-uncap,0.4,19.908602237701416,14.92785453796388,38.73349666595454
