mode,load,0_mobilenet_v3_large-8,1_resnet18-16,2_vgg19-32
mps-uncap,0.8,25.369501113891612,22.281670570373535,25.276026725769043
mps-uncap,0.9,26.70965909957886,22.37570524215698,25.366203784942623
mps-uncap,1.0,27.747058868408217,22.541322708129883,25.587081909179688
mps-uncap,0.5,23.958373069763184,20.748953819274902,24.440488815307617
mps-uncap,0.6,24.328312873840332,21.198387145996094,24.487352371215817
mps-uncap,0.7,24.374141693115234,21.93629264831543,24.719893932342536
mps-uncap,0.1,19.95229721069336,18.234534263610836,21.514158248901367
mps-uncap,0.2,19.876301288604736,18.72811317443848,22.1024227142334
mps-uncap,0.3,21.626253128051754,19.359610080718987,22.67067909240722
mps-uncap,0.4,22.957539558410645,20.062122344970703,23.42658519744873
