mode,load,0_mobilenet_v3_large-8,1_resnet18-16,2_vgg19-32
mps-uncap,0.8,15.499353408813477,10.971307754516602,23.03028106689453
mps-uncap,0.9,19.791722297668457,13.156890869140625,23.739337921142578
mps-uncap,1.0,24.0476131439209,14.174699783325195,24.36375617980957
mps-uncap,0.5,7.1430206298828125,3.0431747436523438,21.49367332458496
mps-uncap,0.6,7.229924201965332,3.171682357788086,21.863698959350586
mps-uncap,0.7,9.755373001098633,7.088184356689453,22.36020565032959
mps-uncap,0.1,7.4615478515625,3.086209297180176,20.22409439086914
mps-uncap,0.2,7.5092315673828125,3.1359195709228516,20.292282104492188
mps-uncap,0.3,7.533073425292969,3.135800361633301,20.673751831054688
mps-uncap,0.4,7.471203804016113,3.15093994140625,21.112680435180664
