mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,1.0,15.726804733276367,18.248796463012695,13.051033020019531
mig,1.0,16.992568969726562,23.617982864379883,16.408920288085938
