mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,1.0,0.015497207641601562,0.00667572021484375,0.0064373016357421875
mig,1.0,0.000476837158203125,0.013828277587890625,0.007867813110351562
