mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,1.0,3.850221633911133,7.221698760986328,3.3838748931884766
mig,1.0,4.236459732055664,8.629798889160156,2.142190933227539
