mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-2,2_resnet34-32
mps-uncap,1.0,405.7174103784974,153.81029395162494,1840.5727830937608
mig,1.0,293.97459108379854,405.7506456846211,1396.5899667966194
