mode,load,0_densenet201-32,1_mobilenet_v2-2,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.007867813110351562
