mode,load,0_vgg13-32,1_mobilenet_v2-4,2_resnet152-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0019073486328125
mig,1.0,0.000476837158203125,0.0050067901611328125,0.000476837158203125
