mode,load,0_vgg13-32,1_mobilenet_v2-4,2_resnet152-32
mps-uncap,1.0,30.063152313232422,39.61586952209473,140.07115364074707
mig,1.0,40.297746658325195,10.197639465332031,101.53937339782715
