mode,load,0_vgg13-32,1_mobilenet_v2-4,2_resnet152-32
mps-uncap,1.0,24.361801147460938,30.37543296813965,128.24511528015137
mig,1.0,36.09147071838379,4.055261611938477,97.02794551849365
