mode,load,0_vgg13-32,1_mobilenet_v2-4,2_resnet152-32
mps-uncap,1.0,1516.7458984170826,172.67807404574305,253.0355479096102
mig,1.0,896.1561650162173,993.4242474419608,331.4066960773008
