mode,load,0_vgg13-32,1_mobilenet_v2-4,2_resnet152-32
mps-uncap,1.0,24.36196804046631,30.375576019287113,128.24530601501465
mig,1.0,36.09151840209961,4.055500030517578,97.02818393707275
