mode,load,0_vgg13-32,1_mobilenet_v2-4,2_resnet152-32
mps-uncap,1.0,19.186019897460938,4.099130630493164,94.74349021911621
mig,1.0,34.66677665710449,3.965616226196289,95.76892852783203
