mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,29.438018798828114,27.3781681060791,69.39278364181519
mig,1.0,51.94530487060547,4.285888671875,38.44548225402832
