mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,25.777101516723633,4.180431365966797,44.531822204589844
mig,1.0,48.00844192504883,3.9670467376708984,36.01837158203125
