mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,29.438257217407216,27.378220558166504,69.39278364181519
mig,1.0,51.94544315338135,4.285926818847656,38.44548225402832
