mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,27.085542678833008,19.581317901611328,60.18102169036865
mig,1.0,48.693180084228516,4.009723663330078,36.40937805175781
