mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,28.74770164489746,25.332117080688477,66.86086654663086
mig,1.0,49.09682273864746,4.080057144165039,36.68091297149658
