mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,31.978845596313477,28.263330459594727,71.59709930419922
mig,1.0,54.712533950805664,13.448476791381836,50.80056190490723
