mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,0.000476837158203125,0.0064373016357421875,0.000476837158203125
mig,1.0,0.000476837158203125,0.006198883056640625,0.000476837158203125
