mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,25.777101516723633,4.180431365966797,44.53158378601074
mig,1.0,48.00820350646973,3.966808319091797,36.01837158203125
