mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,28.74760627746582,25.331878662109375,66.86062812805176
mig,1.0,49.09663200378418,4.079961776733399,36.68067455291748
