mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,1167.5575730091405,107.82732559356131,262.0772875206909
mig,1.0,655.7092358634159,496.45086571458194,438.4040119665446
