mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_resnet101-16
mps-uncap,1.0,27.08578109741211,19.58155632019043,60.1811408996582
mig,1.0,48.69341850280762,4.009723663330078,36.409616470336914
