mode,load,0_efficientnet_b6-4,1_efficientnet_b7-32,2_inception_v3-32,3_mobilenet_v2-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
