mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,30.44271469116211,27.479887008666992,13.422131538391113
mig,1.0,49.19743537902832,4.061460494995117,11.828899383544922
