mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,38.46478462219238,31.432151794433594,22.043943405151367
mig,1.0,54.48579788208008,14.262199401855469,22.318124771118164
