mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,30.988597869873047,29.406309127807617,20.030927658081055
mig,1.0,49.67513084411621,4.137754440307617,12.032508850097656
