mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,31.6206169128418,30.642094612121586,20.75121402740479
mig,1.0,51.54008865356445,4.316675662994382,12.523913383483887
