mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,30.44271469116211,27.47964859008789,13.421773910522461
mig,1.0,49.19719696044922,4.061341285705566,11.82866096496582
