mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,28.558015823364258,4.117727279663086,5.416154861450195
mig,1.0,48.15793037414551,4.018306732177734,11.611700057983398
