mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,38.46478462219238,31.432151794433594,22.04418182373047
mig,1.0,54.48603630065918,14.262199401855469,22.318363189697266
