mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,30.98878860473633,29.406309127807617,20.031142234802246
mig,1.0,49.67536926269531,4.137992858886719,12.032747268676758
