mode,load,0_vgg19-32,1_mobilenet_v3_small-2,2_vgg11-8
mps-uncap,1.0,31.62021636962891,30.64189910888672,20.750930309295654
mig,1.0,51.53985023498535,4.316558837890623,12.523727416992186
