mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32,2_efficientnet_b5-32,3_efficientnet_b5-32
mig,0.1,103.73473167419434,103.60229015350342,103.8975715637207,202.223539352417
mig,0.2,103.72185707092285,103.78360748291016,104.1109561920166,202.67939567565918
mig,0.3,103.81460189819336,104.63356971740723,104.32136058807373,203.1477689743042
mig,0.4,105.23903369903564,104.65514659881592,111.40227317810059,203.81546020507812
mig,0.5,106.59003257751465,129.04012203216553,105.50737380981445,218.54853630065918
mig,0.6,156.32259845733643,151.43060684204102,210.33966541290283,307.1458339691162
mig,0.7,238.4629249572754,205.9180736541748,312.7303123474121,351.1087894439697
mig,0.8,429.3532371520996,411.3579988479614,607.5838804244995,473.77824783325195
mig,0.9,1562.7989768981934,1064.5743608474731,2835.262894630432,1491.285800933838
mig,1.0,3459.6853256225586,2671.1610555648804,3119.2312240600586,3651.461601257324
