mode,load,0_densenet121-4,1_densenet169-4,2_vgg11-4
mps-uncap,0.8,74.9967098236084,111.97733879089355,28.509855270385742
mps-uncap,0.9,130.23757934570312,144.9911594390869,66.11371040344238
mps-uncap,1.0,418.7586307525635,532.6995849609375,165.2359962463379
mps-uncap,0.5,36.95106506347656,64.43953514099121,11.318445205688477
mps-uncap,0.6,36.257266998291016,65.0641918182373,15.733480453491211
mps-uncap,0.7,56.98585510253906,68.23945045471191,16.00813865661621
mps-uncap,0.1,22.574663162231445,23.516178131103516,2.9764175415039062
mps-uncap,0.2,47.21784591674805,34.31868553161621,4.496574401855469
mps-uncap,0.3,31.159400939941406,36.21864318847656,9.114265441894531
mps-uncap,0.4,36.17095947265625,42.45448112487793,12.015819549560547
