mode,load,0_densenet121-4,1_densenet169-4,2_vgg11-4
mps-uncap,0.8,252.4598777867622,182.7083994103776,1219.8393976372936
mps-uncap,0.9,283.38813782885563,200.1373200060743,1380.735675524542
mps-uncap,1.0,312.21903829495204,226.64191711248912,1559.2754466119236
mps-uncap,0.5,158.59969642547497,113.16721139713074,765.0459114531312
mps-uncap,0.6,190.98115099177951,129.03535323545816,947.5382041755448
mps-uncap,0.7,218.01447064670498,161.96880835268215,1072.0456222707608
mps-uncap,0.1,30.298713005732658,25.416587303661096,158.94140535395184
mps-uncap,0.2,62.09138691326163,44.884809443970695,306.6035134012267
mps-uncap,0.3,91.9748808954597,66.11163556598413,458.5192118458503
mps-uncap,0.4,125.84840666324293,88.99553097808302,609.4060738122988
