mode,load,0_mobilenet_v3_large-2,1_resnet50-2,2_vgg13-16
mps-uncap,0.8,16.390323638916016,20.069599151611328,16.101598739624023
mps-uncap,0.9,21.57306671142578,19.68216896057129,23.694992065429688
mps-uncap,1.0,15.645503997802734,24.178266525268555,15.661001205444336
mps-uncap,0.5,14.049530029296875,18.83530616760254,13.211727142333984
mps-uncap,0.6,15.330314636230469,16.404151916503906,23.595333099365234
mps-uncap,0.7,13.593435287475586,19.593238830566406,19.6378231048584
mps-uncap,0.1,17.806291580200195,19.884109497070312,23.860931396484375
mps-uncap,0.2,15.703439712524414,16.310930252075195,14.077901840209961
mps-uncap,0.3,15.48624038696289,15.90108871459961,12.891054153442383
mps-uncap,0.4,14.423608779907227,17.635107040405273,22.757291793823242
