mode,load,0_mobilenet_v3_large-2,1_resnet50-2,2_vgg13-16
mps-uncap,0.8,41.31200313568116,35.506486892700195,77.84614562988281
mps-uncap,0.9,164.8482799530029,58.098697662353544,536.7059707641602
mps-uncap,1.0,96.62737846374512,384.7555160522461,6377.718234062197
mps-uncap,0.5,15.755581855773933,17.41337776184082,23.46367835998535
mps-uncap,0.6,19.608259201049805,20.19357681274414,32.772183418273926
mps-uncap,0.7,22.40335941314697,32.24167823791503,53.19731235504152
mps-uncap,0.1,14.75987434387207,15.933132171630865,14.257311820983887
mps-uncap,0.2,18.67334842681885,16.358137130737305,15.279316902160646
mps-uncap,0.3,19.726848602294933,16.438722610473633,16.628932952880863
mps-uncap,0.4,16.85600280761719,16.47472381591797,19.820165634155273
