mode,load,0_mobilenet_v3_large-2,1_resnet50-2,2_vgg13-16
mps-uncap,0.8,14.46996212005616,16.207575798034668,11.166446208953857
mps-uncap,0.9,15.395755767822259,17.17017650604248,11.057698726654053
mps-uncap,1.0,13.14627647399902,19.246492385864258,11.044313907623291
mps-uncap,0.5,12.506513595581044,16.810894012451172,11.690969467163084
mps-uncap,0.6,13.467619419097884,15.103912353515627,11.833310127258304
mps-uncap,0.7,11.183869838714598,17.946314811706543,11.840801239013675
mps-uncap,0.1,16.052281856536872,18.46166610717773,14.69308137893676
mps-uncap,0.2,14.896225929260252,15.56727886199951,12.073397636413572
mps-uncap,0.3,14.593167304992672,14.867553710937498,11.687874794006344
mps-uncap,0.4,13.586568832397464,16.25223636627197,11.510155200958252
