mode,load,0_mobilenet_v3_large-2,1_resnet50-2,2_vgg13-16
mps-uncap,0.8,15.505552291870117,14.000415802001953,28.471827507019043
mps-uncap,0.9,42.65713691711426,23.69058132171631,295.25744915008545
mps-uncap,1.0,34.70468521118164,181.46252632141113,3701.9076347351074
mps-uncap,0.5,9.077310562133789,10.471343994140625,10.606050491333008
mps-uncap,0.6,10.054707527160645,10.977745056152344,13.895750045776367
mps-uncap,0.7,10.135173797607422,13.879776000976562,19.886374473571777
mps-uncap,0.1,11.522173881530762,11.317253112792969,9.970903396606445
mps-uncap,0.2,11.453390121459961,11.055827140808105,9.604930877685547
mps-uncap,0.3,11.139154434204102,10.833382606506348,9.55963134765625
mps-uncap,0.4,9.806156158447266,10.551691055297852,9.951591491699219
