mode,load,0_mobilenet_v3_large-2,1_resnet50-2,2_vgg13-16
mps-uncap,0.8,0.009775161743164062,0.011205673217773438,0.011444091796875
mps-uncap,0.9,0.009775161743164062,0.009775161743164062,0.010967254638671875
mps-uncap,1.0,0.01049041748046875,0.011444091796875,0.011444091796875
mps-uncap,0.5,0.011682510375976562,0.011205673217773438,0.010967254638671875
mps-uncap,0.6,0.010728836059570312,0.0095367431640625,0.009059906005859375
mps-uncap,0.7,0.010013580322265625,0.011444091796875,0.009775161743164062
mps-uncap,0.1,0.013828277587890625,0.014543533325195312,0.0133514404296875
mps-uncap,0.2,0.011920928955078125,0.011682510375976562,0.010728836059570312
mps-uncap,0.3,0.011920928955078125,0.011444091796875,0.011205673217773438
mps-uncap,0.4,0.011682510375976562,0.011205673217773438,0.010013580322265625
