mode,load,0_mobilenet_v3_large-2,1_resnet50-2,2_vgg13-16
mps-uncap,0.8,11.89868450164795,14.35232162475586,10.21578311920166
mps-uncap,0.9,13.070201873779295,15.57910442352295,10.226845741271973
mps-uncap,1.0,10.87193489074707,18.128037452697754,10.131072998046875
mps-uncap,0.5,10.454511642456055,14.175176620483398,10.117149353027344
mps-uncap,0.6,11.027860641479492,12.931108474731445,10.210752487182617
mps-uncap,0.7,10.330462455749512,16.209793090820312,10.643362998962406
mps-uncap,0.1,12.52298355102539,14.370489120483404,13.267016410827638
mps-uncap,0.2,13.104796409606934,13.580870628356934,10.44008731842041
mps-uncap,0.3,12.72802352905274,13.66555690765381,10.202455520629885
mps-uncap,0.4,11.438465118408203,13.88068199157715,10.265350341796875
