mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,1.0,18.31507682800293,12.805461883544922,49.863576889038086
mig,1.0,22.883176803588867,16.826868057250977,25.874853134155273
