mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,1.0,6.8874359130859375,0.8273124694824219,23.700952529907227
mig,1.0,12.521028518676758,1.636505126953125,17.20738410949707
